

   ___                              _    
[*] WebTitle: http://10.208.93.91/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.93.201/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.93.106/switchExplorer.html code:200 len:365    title:/switchExplorer.html
[*] WebTitle: http://10.208.93.17/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.255.185/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: https://10.208.2.145      code:302 len:0      title:None 跳转url: http://www.msftncsi.com/ncsi?hytf_url=https://10.208.2.145/
[*] WebTitle: https://10.208.254.144    code:302 len:0      title:None 跳转url: http://www.msftncsi.com/ncsi?hytf_url=https://10.208.254.144/
[*] WebTitle: http://10.208.255.125/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.93.98/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.255.80/index.htm code:200 len:510    title:Web user login
[*] WebTitle: https://10.208.18.2/login.pl code:200 len:2487   title:Login
[*] WebTitle: https://10.208.1.1        code:302 len:0      title:None 跳转url: http://www.msftncsi.com/ncsi?hytf_url=https://10.208.1.1/
[*] WebTitle: http://10.208.93.220/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.93.217/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: https://10.208.195.57     code:200 len:5567   title:None
[*] WebTitle: https://10.208.195.61     code:200 len:5567   title:None
[*] WebTitle: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4yNTQuMTQzOjExMS8= code:200 len:6317   title:None
[*] WebTitle: https://10.208.196.14     code:200 len:5567   title:None
[*] WebTitle: http://10.208.255.133/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: https://10.208.197.16     code:200 len:5567   title:None
[*] WebTitle: http://10.208.5.1/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.255.117/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.255.113/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.255.137/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.211.200     code:200 len:701    title:IIS Windows Server
[*] WebTitle: http://10.208.93.207/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: https://10.208.195.62     code:200 len:5567   title:None
[*] WebTitle: https://10.208.197.4      code:200 len:5567   title:None
[*] WebTitle: https://10.208.93.126/    code:200 len:18501  title:HP BladeSystem Onboard Administrator
[*] WebTitle: https://10.208.18.4/login.pl code:200 len:2487   title:Login
[*] WebTitle: https://10.208.197.12     code:200 len:5567   title:None
[*] WebTitle: https://10.208.195.56     code:200 len:5567   title:None
[+] InfoScan:https://10.208.18.5       [深信服ssl-vpn] 
[*] WebTitle: https://10.208.6.1        code:302 len:0      title:None 跳转url: http://www.msftncsi.com/ncsi?hytf_url=https://10.208.6.1/
[*] WebTitle: https://10.208.9.149      code:200 len:83     title:None
[*] WebTitle: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4yNTQuMTQ0OjExMS8= code:200 len:6317   title:None
[*] WebTitle: https://10.208.197.10     code:200 len:5567   title:None
[*] WebTitle: http://10.208.93.22/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.196.130     code:200 len:5567   title:None
[*] WebTitle: http://10.208.210.31      code:200 len:5532   title:None
[*] WebTitle: http://10.208.93.86/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.93.85/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4xLjI0OTo0NDYv code:200 len:6317   title:None
[*] WebTitle: http://10.208.93.218/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.93.21/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.93.4/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.93.74/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.93.11/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.93.13/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.93.219/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.255.106/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.93.45/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.93.23/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.93.32/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.93.31/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.93.34/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.255.177/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.255.145/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.255.189/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.255.169/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.255.129/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.255.197/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.255.209/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.255.141/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.5.2/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: https://10.208.93.200/uis/index.html code:200 len:16144  title:H3C UIS 统一管理矩阵
[*] WebTitle: https://10.208.254.143    code:302 len:0      title:None 跳转url: http://www.msftncsi.com/ncsi?hytf_url=https://10.208.254.143/
[*] WebTitle: http://10.208.255.97/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: https://10.208.20.1       code:302 len:0      title:None 跳转url: http://www.msftncsi.com/ncsi?hytf_url=https://10.208.20.1/
[*] WebTitle: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4yNTQuMTQ1OjExMS8= code:200 len:6317   title:None
[*] WebTitle: https://10.208.196.141    code:200 len:5567   title:None
[*] WebTitle: http://10.208.255.101/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.255.201/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.255.65/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.255.221/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.255.173/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.255.18/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: https://10.208.21.6       code:200 len:4432   title:Management System
[*] WebTitle: http://10.208.93.81/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: https://10.208.21.6       code:200 len:4432   title:Management System
[*] WebTitle: http://10.208.255.217/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.255.105/web/index.html code:200 len:2592   title:Web managerment Home
[+] InfoScan:http://10.208.255.80/index.htm [H3C-SecBlade-FireWall] 
[*] WebTitle: https://10.208.196.16     code:200 len:5567   title:None
[*] WebTitle: http://10.208.255.26/login_online.php code:200 len:974    title:online
[*] WebTitle: http://10.208.93.36/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.210.46      code:200 len:4182   title:None
[*] WebTitle: https://10.208.18.3/login.pl code:200 len:2487   title:Login
[*] WebTitle: https://10.208.20.4       code:302 len:0      title:None 跳转url: http://www.msftncsi.com/ncsi?hytf_url=https://10.208.20.4/
[*] WebTitle: http://10.208.210.57      code:200 len:4182   title:None
[*] WebTitle: http://10.208.93.72/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.210.48      code:200 len:4182   title:None
[*] WebTitle: http://10.208.22.180      code:200 len:19558  title:WEB SERVICE
[*] WebTitle: http://10.208.195.56      code:200 len:5567   title:None
[*] WebTitle: http://10.208.255.109/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: https://10.208.1.249/login.html?name_jpgraph_antispam=1792009694 code:400 len:345    title:400 Bad Request
[*] WebTitle: https://10.208.21.5       code:200 len:4432   title:Management System
[*] WebTitle: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4xLjI0OTo4OS8= code:200 len:6317   title:None
[*] WebTitle: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4xLjI1MDoxMDAv code:200 len:6317   title:None
[*] WebTitle: http://10.208.255.10:85   code:203 len:65     title:None
[*] WebTitle: http://10.208.255.1/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: https://10.208.198.65/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.255.193/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: https://10.208.255.202:443/ code:200 len:1627   title:EWEB
[*] WebTitle: http://10.208.198.65/web/index.html code:200 len:2592   title:Web managerment Home
[*] WebTitle: http://10.208.93.3/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: https://10.208.18.2/login.pl code:200 len:2487   title:Login
[*] WebTitle: http://10.208.93.2/index.htm code:200 len:3681   title:Web user login
[*] WebTitle: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4xLjI1MDo4OS8= code:200 len:6317   title:None
[*] WebTitle: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4xLjI0OTo4NS8= code:200 len:6317   title:None
[*] WebTitle: https://10.208.196.12     code:200 len:5567   title:None
[*] WebTitle: http://10.208.196.15      code:200 len:5567   title:None
[*] WebTitle: http://10.208.14.219/SSI/index.htm code:200 len:5987   title:HP LaserJet Professional M1219nf MFP   10.208.14.219
[*] WebTitle: http://10.208.4.132:161   code:307 len:0      title:None 跳转url: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC40LjEzMjoxNjEv
[*] WebTitle: http://10.208.4.133:161   code:307 len:0      title:None 跳转url: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC40LjEzMzoxNjEv
[*] WebTitle: http://10.208.1.249:53    code:307 len:0      title:None 跳转url: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4xLjI0OTo1My8=
[*] WebTitle: http://10.208.9.242:631   code:404 len:42     title:None
[*] WebTitle: http://10.208.9.249:631   code:404 len:42     title:None
[*] WebTitle: http://10.208.9.197:631   code:404 len:42     title:None
[*] WebTitle: https://10.208.13.11:631  code:404 len:342    title:Not Found - CUPS v1.5.3
[*] WebTitle: http://10.208.9.219:631   code:404 len:42     title:None
[*] WebTitle: http://10.208.14.219:631  code:301 len:0      title:None 跳转url: http://10.208.14.219:631/SSI/index.htm
[*] WebTitle: http://10.208.14.219:631/SSI/index.htm code:404 len:0      title:None
[*] WebTitle: https://10.208.18.4/login.pl code:200 len:2487   title:Login
[*] WebTitle: http://10.208.255.10:801  code:302 len:0      title:None 跳转url: http://10.208.255.10:801/eportal
[*] WebTitle: http://10.208.9.151:631   code:200 len:83     title:None
[*] WebTitle: http://10.208.254.145:888 code:307 len:0      title:None 跳转url: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4yNTQuMTQ1Ojg4OC8=
[*] WebTitle: https://10.208.5.202:631  code:200 len:2295   title:Home - CUPS 2.3.1
[*] WebTitle: http://10.208.1.249:800   code:307 len:0      title:None 跳转url: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4xLjI0OTo4MDAv
[*] WebTitle: http://10.208.1.250:817   code:307 len:0      title:None 跳转url: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4xLjI1MDo4MTcv
[*] WebTitle: http://10.208.1.249:817   code:307 len:0      title:None 跳转url: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4xLjI0OTo4MTcv
[*] WebTitle: http://10.208.9.158:631   code:404 len:42     title:None
[*] WebTitle: http://10.208.93.173:82   code:311 len:0      title:None
2023/02/24 14:25:49 Unsolicited response received on idle HTTP channel starting with "IS\x80\x000\f\x00\x00\x00\x05\x00\x00\x01\x04\x00\x00\x00"; err=<nil>
[*] WebTitle: http://10.208.9.149:631   code:200 len:83     title:None
[+] mysql:10.208.93.192:3306:root 123456
[*] WebTitle: http://10.208.192.135:3910 code:500 len:988    title:None
[*] WebTitle: http://10.208.9.150:631   code:200 len:83     title:None
[*] WebTitle: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4xLjI1MDo4NS8= code:200 len:6317   title:None
[*] WebTitle: http://10.208.193.144:3910 code:500 len:988    title:None
[*] WebTitle: http://10.208.206.29:3910 code:500 len:988    title:None
[*] WebTitle: http://10.208.208.22:3910 code:500 len:971    title:None
[*] WebTitle: http://10.208.193.150:3911 code:500 len:675    title:None
[*] WebTitle: http://10.208.192.136:3910 code:500 len:988    title:None
[*] WebTitle: http://10.208.193.150:3910 code:500 len:988    title:None
[*] WebTitle: http://10.208.208.30:3910 code:500 len:971    title:None
[*] WebTitle: http://10.208.192.136:3911 code:500 len:675    title:None
[*] WebTitle: http://10.208.193.135:3910 code:500 len:988    title:None
[*] WebTitle: https://10.208.255.198:3446 code:404 len:20     title:None
[*] WebTitle: http://10.208.206.28:3910 code:500 len:988    title:None
[*] WebTitle: http://10.208.208.30:3911 code:500 len:971    title:None
2023/02/24 14:26:01 Unsolicited response received on idle HTTP channel starting with "\x8d\x8d\x00\x14\xc5\x00\x9aثo\xf5\xb7\xc4\x01\x9b٪o\xf5\xb7\xc7*\x8d\r\n"; err=<nil>
[*] WebTitle: http://10.208.9.151:5357  code:404 len:42     title:None
[*] WebTitle: http://10.208.9.149:5357  code:404 len:42     title:None
[*] WebTitle: http://10.208.14.81:5357  code:503 len:326    title:Service Unavailable
[*] WebTitle: http://10.208.206.28:3911 code:500 len:675    title:None
[*] WebTitle: http://10.208.195.92:3910 code:500 len:988    title:None
[*] WebTitle: http://10.208.192.10:4320 code:404 len:19     title:None
[*] WebTitle: http://10.208.195.82:3910 code:500 len:988    title:None
[*] WebTitle: http://10.208.208.22:3911 code:500 len:971    title:None
[*] WebTitle: http://10.208.193.157:3910 code:500 len:988    title:None
